username,Month,SystemLoggedInTime,Email,Meetings,WorkingOnIssues,SystemInactiveTime,Offs,SkillPointEarned
PUR2959,01-10-2020,19343,1338,3015,14990,5857,2,1000
PUR2959,01-11-2020,9798,368,3011,6419,15402,3,200
PUR2959,01-12-2020,18902,1407,2096,15399,6298,3,1200
PUR2959,01-01-2021,16826,885,977,14964,8374,0,2000
PUR2959,01-02-2021,14894,746,2501,11647,10306,0,1200
PUR2959,01-03-2021,15210,579,2506,12125,9990,3,1500
PUR2959,01-04-2021,16845,1299,2124,13422,8355,1,1100
PUR2959,01-05-2021,15405,1971,2984,10450,9795,2,0
PUR2959,01-06-2021,7132,70,1612,5450,18068,0,1800
PUR2959,01-07-2021,15904,660,5158,10086,9296,0,500
PUR2959,01-08-2021,15142,1934,1128,12080,10058,3,400
PUR2959,01-09-2021,18162,2261,994,14907,7038,0,1500
PUR3141,01-10-2020,16591,1784,3219,11588,8609,0,1900
PUR3141,01-11-2020,17670,2371,3735,11564,7530,1,1300
PUR3141,01-12-2020,15033,2033,4641,8359,10167,3,1600
PUR3141,01-01-2021,16482,2670,4549,9263,8718,3,100
PUR3141,01-02-2021,11457,1944,2509,7004,13743,1,1100
PUR3141,01-03-2021,18601,1198,4092,13311,6599,0,1300
PUR3141,01-04-2021,19222,2011,1594,15617,5978,3,1400
PUR3141,01-05-2021,9389,620,2156,6613,15811,3,2000
PUR3141,01-06-2021,15523,1860,2999,10664,9677,1,1500
PUR3141,01-07-2021,14268,1045,1372,11851,10932,1,1000
PUR3141,01-08-2021,7038,1705,1498,3835,18162,3,800
PUR3141,01-09-2021,21133,2604,4123,14406,4067,0,2000
PUR3433,01-10-2020,8662,2591,1487,4584,16538,2,2000
PUR3433,01-11-2020,16628,1809,3653,11166,8572,3,1100
PUR3433,01-12-2020,11619,1067,4319,6233,13581,3,1800
PUR3433,01-01-2021,12669,1945,4677,6047,12531,2,2000
PUR3433,01-02-2021,17630,2158,4554,10918,7570,3,1800
PUR3433,01-03-2021,9482,1987,1997,5498,15718,1,1000
PUR3433,01-04-2021,22224,2297,4487,15440,2976,0,100
PUR3433,01-05-2021,9333,251,3405,5677,15867,1,300
PUR3433,01-06-2021,7533,2623,1176,3734,17667,3,800
PUR3433,01-07-2021,6044,324,1990,3730,19156,1,700
PUR3433,01-08-2021,7097,163,1415,5519,18103,1,1000
PUR3433,01-09-2021,12645,879,4163,7603,12555,1,600
PUR3511,01-10-2020,21726,2620,3137,15969,3474,0,800
PUR3511,01-11-2020,17126,2440,3840,10846,8074,3,700
PUR3511,01-12-2020,8923,109,3623,5191,16277,1,1000
PUR3511,01-01-2021,7512,263,1999,5250,17688,1,1900
PUR3511,01-02-2021,14069,1142,5340,7587,11131,3,900
PUR3511,01-03-2021,15595,1531,5122,8942,9605,2,300
PUR3511,01-04-2021,10250,1135,3779,5336,14950,3,1500
PUR3511,01-05-2021,14396,2402,1134,10860,10804,1,500
PUR3511,01-06-2021,18908,2163,2895,13850,6292,2,500
PUR3511,01-07-2021,10751,2167,1110,7474,14449,3,500
PUR3511,01-08-2021,13017,1312,4957,6748,12183,3,800
PUR3511,01-09-2021,15314,1279,2123,11912,9886,0,1900
PUR3558,01-10-2020,19661,711,5020,13930,5539,2,1400
PUR3558,01-11-2020,9750,397,1592,7761,15450,1,400
PUR3558,01-12-2020,15128,1980,2274,10874,10072,2,1600
PUR3558,01-01-2021,20725,1817,4943,13965,4475,1,1000
PUR3558,01-02-2021,18398,1808,3146,13444,6802,1,1000
PUR3558,01-03-2021,15955,1211,1047,13697,9245,3,1400
PUR3558,01-04-2021,13034,2521,4029,6484,12166,3,0
PUR3558,01-05-2021,6771,328,2620,3823,18429,2,1900
PUR3558,01-06-2021,16756,1990,5383,9383,8444,3,800
PUR3558,01-07-2021,16154,169,2552,13433,9046,2,1500
PUR3558,01-08-2021,17537,1237,4025,12275,7663,0,1200
PUR3558,01-09-2021,15863,1985,4166,9712,9337,3,1500
PUR3568,01-10-2020,11897,663,1194,10040,13303,2,300
PUR3568,01-11-2020,21354,2422,3536,15396,3846,1,1100
PUR3568,01-12-2020,13800,204,2393,11203,11400,2,500
PUR3568,01-01-2021,22022,2591,4035,15396,3178,1,100
PUR3568,01-02-2021,17030,1063,4079,11888,8170,0,800
PUR3568,01-03-2021,8822,787,2573,5462,16378,2,200
PUR3568,01-04-2021,15399,127,1586,13686,9801,0,1600
PUR3568,01-05-2021,19663,2015,2445,15203,5537,2,200
PUR3568,01-06-2021,9928,2252,905,6771,15272,0,1900
PUR3568,01-07-2021,18060,170,5040,12850,7140,2,0
PUR3568,01-08-2021,7847,815,2088,4944,17353,3,700
PUR3568,01-09-2021,20401,1790,5375,13236,4799,0,800
PUR3612,01-10-2020,18524,786,2294,15444,6676,2,2000
PUR3612,01-11-2020,10141,572,4246,5323,15059,3,1300
PUR3612,01-12-2020,8555,961,2597,4997,16645,1,100
PUR3612,01-01-2021,23645,2554,5333,15758,1555,2,1600
PUR3612,01-02-2021,16981,1298,5326,10357,8219,0,800
PUR3612,01-03-2021,13127,1705,4075,7347,12073,1,700
PUR3612,01-04-2021,17601,1459,2353,13789,7599,3,900
PUR3612,01-05-2021,19745,1593,4004,14148,5455,3,700
PUR3612,01-06-2021,10318,1278,5195,3845,14882,2,600
PUR3612,01-07-2021,8886,1479,2787,4620,16314,1,0
PUR3612,01-08-2021,18649,78,3701,14870,6551,1,1700
PUR3612,01-09-2021,11064,1729,4720,4615,14136,3,100
PUR3734,01-10-2020,12748,530,4991,7227,12452,3,1400
PUR3734,01-11-2020,11544,756,2068,8720,13656,3,1900
PUR3734,01-12-2020,13821,2558,1588,9675,11379,1,1900
PUR3734,01-01-2021,14969,1,4474,10494,10231,3,900
PUR3734,01-02-2021,19518,1556,1946,16016,5682,1,500
PUR3734,01-03-2021,13000,1254,3894,7852,12200,3,1100
PUR3734,01-04-2021,12738,1744,4614,6380,12462,1,700
PUR3734,01-05-2021,13038,2335,2237,8466,12162,1,200
PUR3734,01-06-2021,8266,2196,2117,3953,16934,2,400
PUR3734,01-07-2021,9591,2680,2216,4695,15609,3,0
PUR3734,01-08-2021,8330,1901,2756,3673,16870,0,400
PUR3734,01-09-2021,12012,1836,5256,4920,13188,2,500
PUR3961,01-10-2020,11220,1893,5126,4201,13980,1,2000
PUR3961,01-11-2020,8881,217,4153,4511,16319,2,600
PUR3961,01-12-2020,9599,619,3321,5659,15601,2,0
PUR3961,01-01-2021,20009,1406,5101,13502,5191,1,1300
PUR3961,01-02-2021,17785,2373,4660,10752,7415,0,100
PUR3961,01-03-2021,7300,1564,1713,4023,17900,2,1700
PUR3961,01-04-2021,18056,2065,1708,14283,7144,3,900
PUR3961,01-05-2021,7208,1464,984,4760,17992,1,200
PUR3961,01-06-2021,21062,1423,4821,14818,4138,1,1700
PUR3961,01-07-2021,16054,1519,1645,12890,9146,2,1800
PUR3961,01-08-2021,12443,1030,4599,6814,12757,3,1600
PUR3961,01-09-2021,15021,2476,1432,11113,10179,1,900
PUR3975,01-10-2020,15145,946,5311,8888,10055,2,0
PUR3975,01-11-2020,20859,844,4830,15185,4341,0,400
PUR3975,01-12-2020,15294,1902,2757,10635,9906,3,1000
PUR3975,01-01-2021,14695,646,2896,11153,10505,1,1300
PUR3975,01-02-2021,8835,1718,2830,4287,16365,3,1700
PUR3975,01-03-2021,10436,2184,2938,5314,14764,1,1300
PUR3975,01-04-2021,18604,662,2989,14953,6596,0,2000
PUR3975,01-05-2021,18854,2347,1613,14894,6346,1,1400
PUR3975,01-06-2021,19654,391,3374,15889,5546,1,1500
PUR3975,01-07-2021,18245,1088,2293,14864,6955,0,800
PUR3975,01-08-2021,10563,1227,4916,4420,14637,2,100
PUR3975,01-09-2021,11980,1927,3347,6706,13220,3,1100
PUR4073,01-10-2020,11707,1655,4184,5868,13493,2,100
PUR4073,01-11-2020,14924,700,5015,9209,10276,2,500
PUR4073,01-12-2020,21862,2347,3429,16086,3338,1,1000
PUR4073,01-01-2021,19473,2047,3093,14333,5727,0,1300
PUR4073,01-02-2021,14154,249,5292,8613,11046,3,600
PUR4073,01-03-2021,20688,2454,3876,14358,4512,1,100
PUR4073,01-04-2021,12249,137,4979,7133,12951,0,1500
PUR4073,01-05-2021,8768,219,1719,6830,16432,0,300
PUR4073,01-06-2021,12776,18,3690,9068,12424,0,1400
PUR4073,01-07-2021,10672,659,3966,6047,14528,3,1300
PUR4073,01-08-2021,14720,2398,2827,9495,10480,2,1700
PUR4073,01-09-2021,16445,544,1678,14223,8755,3,900
PUR4124,01-10-2020,13438,2170,4005,7263,11762,0,600
PUR4124,01-11-2020,15645,867,2389,12389,9555,2,1300
PUR4124,01-12-2020,16214,884,4882,10448,8986,0,1400
PUR4124,01-01-2021,12256,603,2597,9056,12944,3,100
PUR4124,01-02-2021,13441,1615,1829,9997,11759,3,1300
PUR4124,01-03-2021,7221,1301,1100,4820,17979,2,1000
PUR4124,01-04-2021,13064,791,941,11332,12136,2,1700
PUR4124,01-05-2021,16358,2431,1950,11977,8842,1,400
PUR4124,01-06-2021,17767,1746,2844,13177,7433,1,1000
PUR4124,01-07-2021,13764,168,2221,11375,11436,2,900
PUR4124,01-08-2021,8478,47,1841,6590,16722,3,1500
PUR4124,01-09-2021,7877,1635,1996,4246,17323,0,400
PUR4147,01-10-2020,13608,545,1223,11840,11592,3,1000
PUR4147,01-11-2020,11025,508,1430,9087,14175,0,1700
PUR4147,01-12-2020,16090,872,3044,12174,9110,0,800
PUR4147,01-01-2021,11367,1698,3057,6612,13833,3,500
PUR4147,01-02-2021,20125,1436,3596,15093,5075,2,1400
PUR4147,01-03-2021,15535,1713,3023,10799,9665,0,1800
PUR4147,01-04-2021,17660,2393,2150,13117,7540,1,600
PUR4147,01-05-2021,15349,377,1919,13053,9851,3,900
PUR4147,01-06-2021,12817,348,2557,9912,12383,0,1800
PUR4147,01-07-2021,17126,105,4565,12456,8074,2,700
PUR4147,01-08-2021,17510,1491,2051,13968,7690,2,2000
PUR4147,01-09-2021,12059,172,1920,9967,13141,1,1200
PUR4170,01-10-2020,12881,2526,1035,9320,12319,2,1900
PUR4170,01-11-2020,15354,1376,1757,12221,9846,3,1500
PUR4170,01-12-2020,14567,1362,2588,10617,10633,0,300
PUR4170,01-01-2021,10783,2388,2583,5812,14417,0,1600
PUR4170,01-02-2021,11514,35,2279,9200,13686,0,1500
PUR4170,01-03-2021,10791,1449,2931,6411,14409,1,1100
PUR4170,01-04-2021,11742,322,1908,9512,13458,2,800
PUR4170,01-05-2021,15676,1077,1889,12710,9524,1,200
PUR4170,01-06-2021,21585,539,4978,16068,3615,1,1000
PUR4170,01-07-2021,19025,997,3634,14394,6175,2,1700
PUR4170,01-08-2021,14235,1903,3256,9076,10965,0,900
PUR4170,01-09-2021,14235,1625,3030,9580,10965,1,100
PUR4267,01-10-2020,21373,2024,3974,15375,3827,2,1900
PUR4267,01-11-2020,14939,2171,3680,9088,10261,2,1600
PUR4267,01-12-2020,15481,1375,3720,10386,9719,1,0
PUR4267,01-01-2021,17802,1626,4948,11228,7398,1,1600
PUR4267,01-02-2021,19643,1870,3580,14193,5557,3,200
PUR4267,01-03-2021,7617,607,3262,3748,17583,0,1300
PUR4267,01-04-2021,17115,2,3234,13879,8085,0,300
PUR4267,01-05-2021,21671,2316,4016,15339,3529,0,300
PUR4267,01-06-2021,15559,1478,3154,10927,9641,3,600
PUR4267,01-07-2021,18148,1186,2832,14130,7052,2,0
PUR4267,01-08-2021,8343,802,2971,4570,16857,2,1800
PUR4267,01-09-2021,19278,592,5292,13394,5922,3,1500
PUR4373,01-10-2020,13516,39,5329,8148,11684,1,500
PUR4373,01-11-2020,18758,1271,5359,12128,6442,1,1300
PUR4373,01-12-2020,11664,2,4815,6847,13536,3,1900
PUR4373,01-01-2021,15528,487,3744,11297,9672,2,1100
PUR4373,01-02-2021,18065,1053,1996,15016,7135,3,1900
PUR4373,01-03-2021,14498,71,4296,10131,10702,1,200
PUR4373,01-04-2021,21276,947,4923,15406,3924,1,1500
PUR4373,01-05-2021,20036,1558,2601,15877,5164,1,600
PUR4373,01-06-2021,17716,1941,1168,14607,7484,3,1000
PUR4373,01-07-2021,11842,1822,3263,6757,13358,1,600
PUR4373,01-08-2021,19045,331,2906,15808,6155,3,800
PUR4373,01-09-2021,20257,2156,2289,15812,4943,2,100
PUR4440,01-10-2020,11695,1089,996,9610,13505,3,1200
PUR4440,01-11-2020,11110,115,4192,6803,14090,1,0
PUR4440,01-12-2020,13194,1060,4459,7675,12006,3,1900
PUR4440,01-01-2021,17746,437,4968,12341,7454,3,100
PUR4440,01-02-2021,17970,2652,3009,12309,7230,2,400
PUR4440,01-03-2021,9607,1308,1877,6422,15593,2,1200
PUR4440,01-04-2021,9532,1375,3386,4771,15668,3,1100
PUR4440,01-05-2021,18088,1061,4981,12046,7112,3,1300
PUR4440,01-06-2021,14416,667,2319,11430,10784,1,1900
PUR4440,01-07-2021,20453,1798,4207,14448,4747,0,500
PUR4440,01-08-2021,18346,1283,5376,11687,6854,2,1300
PUR4440,01-09-2021,17635,1917,4204,11514,7565,2,900
PUR4556,01-10-2020,14503,1394,2216,10893,10697,3,1500
PUR4556,01-11-2020,8454,2065,2723,3666,16746,1,1500
PUR4556,01-12-2020,14244,982,4688,8574,10956,3,700
PUR4556,01-01-2021,18440,2005,2400,14035,6760,1,1700
PUR4556,01-02-2021,17075,964,1788,14323,8125,2,500
PUR4556,01-03-2021,14996,1858,1532,11606,10204,2,600
PUR4556,01-04-2021,8892,253,1574,7065,16308,0,500
PUR4556,01-05-2021,17713,74,4519,13120,7487,0,900
PUR4556,01-06-2021,16671,1207,4726,10738,8529,0,1600
PUR4556,01-07-2021,20040,1850,2825,15365,5160,2,700
PUR4556,01-08-2021,20084,2598,3381,14105,5116,1,300
PUR4556,01-09-2021,19930,377,4564,14989,5270,1,300
PUR4636,01-10-2020,15126,2597,2356,10173,10074,2,0
PUR4636,01-11-2020,18671,949,1932,15790,6529,0,1100
PUR4636,01-12-2020,20121,39,4532,15550,5079,2,1800
PUR4636,01-01-2021,8431,169,2113,6149,16769,3,800
PUR4636,01-02-2021,15125,503,2621,12001,10075,3,1400
PUR4636,01-03-2021,20862,1635,4642,14585,4338,3,1200
PUR4636,01-04-2021,21446,502,4807,16137,3754,1,500
PUR4636,01-05-2021,21308,1649,3639,16020,3892,1,0
PUR4636,01-06-2021,13033,2577,2514,7942,12167,0,400
PUR4636,01-07-2021,18026,2214,1914,13898,7174,3,700
PUR4636,01-08-2021,14827,466,2843,11518,10373,0,1700
PUR4636,01-09-2021,16623,2417,4281,9925,8577,3,900
PUR4672,01-10-2020,9972,2695,2277,5000,15228,2,800
PUR4672,01-11-2020,11414,1350,5086,4978,13786,1,1500
PUR4672,01-12-2020,16441,2067,1908,12466,8759,2,600
PUR4672,01-01-2021,19584,224,4189,15171,5616,3,1900
PUR4672,01-02-2021,15998,2223,3360,10415,9202,1,1300
PUR4672,01-03-2021,18057,1379,2619,14059,7143,1,900
PUR4672,01-04-2021,15140,945,3081,11114,10060,0,500
PUR4672,01-05-2021,13045,1830,2357,8858,12155,0,1700
PUR4672,01-06-2021,11704,191,1136,10377,13496,2,1100
PUR4672,01-07-2021,15961,823,4866,10272,9239,0,1400
PUR4672,01-08-2021,14866,114,4134,10618,10334,3,1300
PUR4672,01-09-2021,12913,1413,4618,6882,12287,0,1000
PUR4840,01-10-2020,18555,1827,3383,13345,6645,3,100
PUR4840,01-11-2020,18170,1134,3772,13264,7030,1,800
PUR4840,01-12-2020,13234,2679,3728,6827,11966,1,1900
PUR4840,01-01-2021,15964,2226,4181,9557,9236,1,1600
PUR4840,01-02-2021,13410,1964,3505,7941,11790,0,1700
PUR4840,01-03-2021,15056,1096,5261,8699,10144,2,900
PUR4840,01-04-2021,18879,98,5056,13725,6321,1,1800
PUR4840,01-05-2021,15523,2080,1081,12362,9677,1,2000
PUR4840,01-06-2021,23243,2290,4950,16003,1957,3,500
PUR4840,01-07-2021,16149,160,2273,13716,9051,2,200
PUR4840,01-08-2021,20144,762,4015,15367,5056,2,400
PUR4840,01-09-2021,9809,1611,3232,4966,15391,0,1100
PUR4890,01-10-2020,11674,2506,1363,7805,13526,0,700
PUR4890,01-11-2020,20916,2251,4161,14504,4284,3,1900
PUR4890,01-12-2020,16280,1044,5068,10168,8920,2,500
PUR4890,01-01-2021,10538,1607,3011,5920,14662,3,1100
PUR4890,01-02-2021,16809,2581,5390,8838,8391,1,1000
PUR4890,01-03-2021,17485,172,3518,13795,7715,0,1500
PUR4890,01-04-2021,15823,119,917,14787,9377,2,0
PUR4890,01-05-2021,10082,1068,3971,5043,15118,3,1100
PUR4890,01-06-2021,10025,686,2153,7186,15175,3,100
PUR4890,01-07-2021,16823,236,2124,14463,8377,0,0
PUR4890,01-08-2021,18572,2017,2963,13592,6628,1,1700
PUR4890,01-09-2021,10536,2322,3454,4760,14664,0,800
PUR4913,01-10-2020,15781,1411,1731,12639,9419,0,1900
PUR4913,01-11-2020,13038,2635,1027,9376,12162,0,300
PUR4913,01-12-2020,10044,1900,1709,6435,15156,0,1400
PUR4913,01-01-2021,11172,989,4217,5966,14028,3,800
PUR4913,01-02-2021,13653,2590,3494,7569,11547,1,1200
PUR4913,01-03-2021,16029,738,5384,9907,9171,0,1500
PUR4913,01-04-2021,7010,1283,1004,4723,18190,3,700
PUR4913,01-05-2021,15543,1796,1403,12344,9657,3,1200
PUR4913,01-06-2021,13412,586,2768,10058,11788,2,0
PUR4913,01-07-2021,10975,961,2099,7915,14225,2,900
PUR4913,01-08-2021,13834,235,2868,10731,11366,2,1900
PUR4913,01-09-2021,14412,1341,2564,10507,10788,0,1300
PUR4974,01-10-2020,10525,1971,2960,5594,14675,1,2000
PUR4974,01-11-2020,13283,2321,2892,8070,11917,1,200
PUR4974,01-12-2020,11041,501,2361,8179,14159,3,1200
PUR4974,01-01-2021,7276,147,2384,4745,17924,2,400
PUR4974,01-02-2021,18899,902,2723,15274,6301,1,900
PUR4974,01-03-2021,14194,122,4633,9439,11006,2,1700
PUR4974,01-04-2021,11534,2387,3379,5768,13666,1,1700
PUR4974,01-05-2021,21218,1928,4055,15235,3982,2,800
PUR4974,01-06-2021,13751,2036,2148,9567,11449,2,1500
PUR4974,01-07-2021,10005,1443,3746,4816,15195,3,200
PUR4974,01-08-2021,10395,454,1382,8559,14805,1,900
PUR4974,01-09-2021,14403,1518,4182,8703,10797,3,200
PUR5014,01-10-2020,9506,2198,1576,5732,15694,0,300
PUR5014,01-11-2020,12402,45,1713,10644,12798,0,1100
PUR5014,01-12-2020,15619,665,3383,11571,9581,3,100
PUR5014,01-01-2021,20532,1624,5329,13579,4668,0,100
PUR5014,01-02-2021,12731,438,1797,10496,12469,2,100
PUR5014,01-03-2021,19050,1468,5388,12194,6150,1,1300
PUR5014,01-04-2021,20338,2390,5393,12555,4862,3,300
PUR5014,01-05-2021,9178,1456,1489,6233,16022,2,300
PUR5014,01-06-2021,18566,1038,2244,15284,6634,0,1100
PUR5014,01-07-2021,16822,1454,4371,10997,8378,0,200
PUR5014,01-08-2021,15533,847,4734,9952,9667,3,800
PUR5014,01-09-2021,11449,1989,1485,7975,13751,2,1400
PUR5070,01-10-2020,6612,1358,1565,3689,18588,2,600
PUR5070,01-11-2020,9226,2366,1166,5694,15974,2,0
PUR5070,01-12-2020,15237,2241,2347,10649,9963,2,1500
PUR5070,01-01-2021,18121,1671,2091,14359,7079,1,1100
PUR5070,01-02-2021,19019,1693,4420,12906,6181,3,1600
PUR5070,01-03-2021,6351,19,1696,4636,18849,0,100
PUR5070,01-04-2021,17944,503,4939,12502,7256,2,700
PUR5070,01-05-2021,12632,710,1983,9939,12568,0,900
PUR5070,01-06-2021,9208,2135,3379,3694,15992,1,200
PUR5070,01-07-2021,11236,761,5157,5318,13964,1,700
PUR5070,01-08-2021,13276,2094,1809,9373,11924,3,500
PUR5070,01-09-2021,12102,1390,3877,6835,13098,1,1500
PUR5249,01-10-2020,8896,1120,1069,6707,16304,3,2000
PUR5249,01-11-2020,17434,451,4526,12457,7766,1,800
PUR5249,01-12-2020,14852,274,918,13660,10348,2,1900
PUR5249,01-01-2021,11523,1729,4622,5172,13677,3,1200
PUR5249,01-02-2021,18465,886,5124,12455,6735,2,100
PUR5249,01-03-2021,20149,1903,3134,15112,5051,1,900
PUR5249,01-04-2021,16184,1898,1097,13189,9016,0,1200
PUR5249,01-05-2021,18839,565,4493,13781,6361,0,1000
PUR5249,01-06-2021,17244,604,3933,12707,7956,2,1000
PUR5249,01-07-2021,19295,2641,4631,12023,5905,3,1200
PUR5249,01-08-2021,9723,1366,1185,7172,15477,3,200
PUR5249,01-09-2021,18557,761,2614,15182,6643,1,500
PUR5282,01-10-2020,20672,862,5069,14741,4528,3,400
PUR5282,01-11-2020,13302,2115,1665,9522,11898,2,1200
PUR5282,01-12-2020,19851,1252,3862,14737,5349,1,1700
PUR5282,01-01-2021,16732,507,1537,14688,8468,0,200
PUR5282,01-02-2021,13806,1027,2253,10526,11394,2,600
PUR5282,01-03-2021,7342,588,1844,4910,17858,3,800
PUR5282,01-04-2021,10924,1977,1976,6971,14276,1,1000
PUR5282,01-05-2021,12738,27,3635,9076,12462,2,500
PUR5282,01-06-2021,11474,1126,3915,6433,13726,2,300
PUR5282,01-07-2021,13325,1212,4724,7389,11875,0,800
PUR5282,01-08-2021,13589,2025,4527,7037,11611,0,400
PUR5282,01-09-2021,10713,2539,4127,4047,14487,1,1000
PUR5297,01-10-2020,16066,263,1457,14346,9134,0,1300
PUR5297,01-11-2020,12346,2114,3209,7023,12854,2,300
PUR5297,01-12-2020,20495,716,3844,15935,4705,2,300
PUR5297,01-01-2021,10880,1967,900,8013,14320,0,300
PUR5297,01-02-2021,12478,299,2272,9907,12722,0,600
PUR5297,01-03-2021,20220,1698,3006,15516,4980,2,1700
PUR5297,01-04-2021,7164,766,2748,3650,18036,3,700
PUR5297,01-05-2021,17662,1584,1197,14881,7538,1,200
PUR5297,01-06-2021,17870,1254,5137,11479,7330,0,300
PUR5297,01-07-2021,16191,737,4770,10684,9009,1,1200
PUR5297,01-08-2021,17904,2322,3602,11980,7296,2,1800
PUR5297,01-09-2021,15507,1448,3588,10471,9693,0,1900
PUR5413,01-10-2020,18062,2042,5358,10662,7138,2,800
PUR5413,01-11-2020,10271,1947,2161,6163,14929,2,300
PUR5413,01-12-2020,21841,2087,5203,14551,3359,0,1700
PUR5413,01-01-2021,8332,1577,2033,4722,16868,3,100
PUR5413,01-02-2021,14181,19,3909,10253,11019,3,100
PUR5413,01-03-2021,9400,235,2440,6725,15800,0,300
PUR5413,01-04-2021,12462,2496,2889,7077,12738,3,2000
PUR5413,01-05-2021,13310,709,2948,9653,11890,1,200
PUR5413,01-06-2021,8251,2484,1783,3984,16949,1,1300
PUR5413,01-07-2021,17103,767,4429,11907,8097,1,1500
PUR5413,01-08-2021,12273,489,3688,8096,12927,3,300
PUR5413,01-09-2021,18572,2419,4213,11940,6628,2,800
PUR5452,01-10-2020,12352,1131,4790,6431,12848,2,1700
PUR5452,01-11-2020,11293,140,1712,9441,13907,3,1100
PUR5452,01-12-2020,14045,689,5229,8127,11155,3,900
PUR5452,01-01-2021,8806,417,1854,6535,16394,2,1100
PUR5452,01-02-2021,18506,1371,5158,11977,6694,1,200
PUR5452,01-03-2021,19491,1118,3615,14758,5709,3,1400
PUR5452,01-04-2021,10737,187,3498,7052,14463,2,1000
PUR5452,01-05-2021,21105,287,5019,15799,4095,1,1000
PUR5452,01-06-2021,13999,706,1915,11378,11201,2,600
PUR5452,01-07-2021,20681,1154,3678,15849,4519,0,1900
PUR5452,01-08-2021,12563,429,3462,8672,12637,2,1000
PUR5452,01-09-2021,11845,2428,3487,5930,13355,2,300
PUR5465,01-10-2020,21114,497,4940,15677,4086,3,2000
PUR5465,01-11-2020,15456,2565,2408,10483,9744,0,800
PUR5465,01-12-2020,16045,2213,3630,10202,9155,0,1700
PUR5465,01-01-2021,22364,2325,4737,15302,2836,2,1300
PUR5465,01-02-2021,8808,1904,2784,4120,16392,2,2000
PUR5465,01-03-2021,13561,1374,1197,10990,11639,3,1900
PUR5465,01-04-2021,16211,1461,1704,13046,8989,1,500
PUR5465,01-05-2021,12573,430,1585,10558,12627,0,2000
PUR5465,01-06-2021,17328,577,5036,11715,7872,1,400
PUR5465,01-07-2021,15816,880,1126,13810,9384,1,1300
PUR5465,01-08-2021,12313,1186,4688,6439,12887,3,600
PUR5465,01-09-2021,6387,226,1938,4223,18813,2,600
PUR5611,01-10-2020,9071,1885,2175,5011,16129,3,1000
PUR5611,01-11-2020,12074,342,1892,9840,13126,2,1900
PUR5611,01-12-2020,8719,27,3121,5571,16481,3,100
PUR5611,01-01-2021,19504,2378,2884,14242,5696,2,1700
PUR5611,01-02-2021,13138,2560,4851,5727,12062,3,100
PUR5611,01-03-2021,12731,354,4396,7981,12469,2,1900
PUR5611,01-04-2021,16501,2156,4873,9472,8699,2,1500
PUR5611,01-05-2021,9403,1270,3029,5104,15797,0,1600
PUR5611,01-06-2021,18456,2458,3754,12244,6744,1,1300
PUR5611,01-07-2021,10055,2018,1132,6905,15145,1,1700
PUR5611,01-08-2021,13189,703,3304,9182,12011,0,1300
PUR5611,01-09-2021,17055,856,1371,14828,8145,2,900
PUR5735,01-10-2020,16997,2534,3179,11284,8203,1,0
PUR5735,01-11-2020,9355,1658,2690,5007,15845,1,200
PUR5735,01-12-2020,20107,2514,4307,13286,5093,1,300
PUR5735,01-01-2021,16798,2330,1568,12900,8402,2,700
PUR5735,01-02-2021,10918,1914,4415,4589,14282,3,800
PUR5735,01-03-2021,11828,1031,4068,6729,13372,0,1800
PUR5735,01-04-2021,20160,2688,3284,14188,5040,2,500
PUR5735,01-05-2021,21198,2178,5224,13796,4002,2,600
PUR5735,01-06-2021,14691,4,4292,10395,10509,3,700
PUR5735,01-07-2021,13118,794,4475,7849,12082,0,1800
PUR5735,01-08-2021,12319,1049,2012,9258,12881,2,1900
PUR5735,01-09-2021,13446,731,4458,8257,11754,2,1500
PUR5777,01-10-2020,10552,1835,2465,6252,14648,1,1500
PUR5777,01-11-2020,15022,1101,4968,8953,10178,2,200
PUR5777,01-12-2020,16481,2345,4208,9928,8719,1,200
PUR5777,01-01-2021,18901,923,3730,14248,6299,1,100
PUR5777,01-02-2021,16721,1987,5373,9361,8479,1,1700
PUR5777,01-03-2021,16207,1562,4077,10568,8993,1,1700
PUR5777,01-04-2021,18889,1825,2628,14436,6311,1,1800
PUR5777,01-05-2021,14396,1162,4675,8559,10804,2,1500
PUR5777,01-06-2021,11706,1841,4472,5393,13494,2,1400
PUR5777,01-07-2021,12417,2258,2601,7558,12783,3,600
PUR5777,01-08-2021,11789,2677,5061,4051,13411,1,500
PUR5777,01-09-2021,12958,1226,5336,6396,12242,2,1100
PUR5869,01-10-2020,17390,2658,1690,13042,7810,0,400
PUR5869,01-11-2020,17421,2454,4597,10370,7779,1,1700
PUR5869,01-12-2020,14134,2604,2666,8864,11066,1,1200
PUR5869,01-01-2021,15980,1456,1740,12784,9220,1,900
PUR5869,01-02-2021,14856,1987,5142,7727,10344,1,1000
PUR5869,01-03-2021,16087,1891,4286,9910,9113,3,900
PUR5869,01-04-2021,9988,301,4794,4893,15212,3,200
PUR5869,01-05-2021,14452,2014,1293,11145,10748,3,1800
PUR5869,01-06-2021,23081,1927,5284,15870,2119,0,900
PUR5869,01-07-2021,10184,2322,2004,5858,15016,0,300
PUR5869,01-08-2021,12176,1372,2201,8603,13024,1,1500
PUR5869,01-09-2021,14237,2603,2803,8831,10963,0,1800
PUR5893,01-10-2020,10933,301,2135,8497,14267,0,500
PUR5893,01-11-2020,14540,2105,2014,10421,10660,1,1500
